average_weight_norm,bellman_residual,delay,encoder_sha256,environment_budget,environment_used,game,master_seed,message_budget,message_used,overhead,prediction_risk,q,rho,selected_common_actors,split,updates
0.061779569428532084,1.400109615473135e-06,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,6.945936731817738e-05,4,0.5,3,selection,16376
0.04173239778332168,1.3207925841125636e-06,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056002,196608,196608,8,5.573232928307894e-05,16,0.5,12,selection,8184
0.049009808495577,3.5912986096253445e-07,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,3.793927799745093e-06,1,0.7,1,selection,21845
0.06263068695641942,1.60548451768711e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,7.980404941840394e-05,4,0.7,4,selection,16384
0.040149795531351874,1.9582704182213585e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056002,196608,196608,8,7.766164240001927e-05,16,0.7,16,selection,8192
0.049078927097310494,3.6042148799379426e-07,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,3.633293649303182e-06,1,0.7,1,selection,21837
0.06273949146404884,1.6268500331811142e-06,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,8.133525455168009e-05,4,0.7,4,selection,16376
0.04011448788325111,1.9365132893636124e-06,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056002,196608,196608,8,7.812319765057147e-05,16,0.7,16,selection,8184
0.049009808495577,3.5912986096253445e-07,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,3.793927799745093e-06,1,0.9,1,selection,21845
0.06263068695641942,1.60548451768711e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,7.980404941840394e-05,4,0.9,4,selection,16384
0.040149795531351874,1.9582704182213585e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056002,196608,196608,8,7.766164240001927e-05,16,0.9,16,selection,8192
0.049078927097310494,3.6042148799379426e-07,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,3.633293649303182e-06,1,0.9,1,selection,21837
0.06273949146404884,1.6268500331811142e-06,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,8.133525455168009e-05,4,0.9,4,selection,16376
