scenario_id,base_id,task,message_overhead,reference_updates,message_budget,environment_budget,delay,rho,schedule_name,schedule_kind,full_updates,post_probe_updates,full_message_used,post_probe_message_used,full_environment_used,post_probe_environment_used,post_probe_message_budget,post_probe_environment_budget,full_mean_q,post_probe_mean_q,step_size,spectral_radius,probe_burn_in,full_intercept,full_slope,post_probe_intercept,post_probe_slope,full_risk,post_probe_risk
frozenlake8x8-H8-N96-D4-R0.9,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.9,q1-to-q16-f0.5,two_stage,69,64,1146,1056,73,68,1056,999512,8.608695652173912,8.5,0.050386619799920554,0.9964655548707235,121,0.01554524079857264,0.0018533815335635394,0.015992918665710815,0.0017918342640955496,0.017213284178779827,0.01760556950339681
frozenlake8x8-H8-N96-D4-R1,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,1.0,q1-to-q16-f0.5,two_stage,69,64,1146,1056,73,68,1056,999512,8.608695652173912,8.5,0.050386619799920554,0.9964655548707235,121,0.01554524079857264,0.0018533815335635394,0.015992918665710815,0.0017918342640955496,0.01739862233213618,0.017784752929806365
frozenlake8x8-H8-N96-D4-R0,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.0,q1-to-q16-f0.75,two_stage,89,82,1146,1053,93,86,1056,999512,4.876404494382022,4.841463414634147,0.050386619799920554,0.9964655548707235,121,0.015575163773610642,0.0003969719445327872,0.016070395877882775,0.0003795180995132557,0.015575163773610642,0.016070395877882775
frozenlake8x8-H8-N96-D4-R0.1,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.1,q1-to-q16-f0.75,two_stage,89,82,1146,1053,93,86,1056,999512,4.876404494382022,4.841463414634147,0.050386619799920554,0.9964655548707235,121,0.015575163773610642,0.0003969719445327872,0.016070395877882775,0.0003795180995132557,0.01561486096806392,0.0161083476878341
frozenlake8x8-H8-N96-D4-R0.3,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.3,q1-to-q16-f0.75,two_stage,89,82,1146,1053,93,86,1056,999512,4.876404494382022,4.841463414634147,0.050386619799920554,0.9964655548707235,121,0.015575163773610642,0.0003969719445327872,0.016070395877882775,0.0003795180995132557,0.015694255356970478,0.016184251307736753
frozenlake8x8-H8-N96-D4-R0.5,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.5,q1-to-q16-f0.75,two_stage,89,82,1146,1053,93,86,1056,999512,4.876404494382022,4.841463414634147,0.050386619799920554,0.9964655548707235,121,0.015575163773610642,0.0003969719445327872,0.016070395877882775,0.0003795180995132557,0.015773649745877034,0.0162601549276394
frozenlake8x8-H8-N96-D4-R0.7,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.7,q1-to-q16-f0.75,two_stage,89,82,1146,1053,93,86,1056,999512,4.876404494382022,4.841463414634147,0.050386619799920554,0.9964655548707235,121,0.015575163773610642,0.0003969719445327872,0.016070395877882775,0.0003795180995132557,0.015853044134783594,0.016336058547542054
frozenlake8x8-H8-N96-D4-R0.9,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.9,q1-to-q16-f0.75,two_stage,89,82,1146,1053,93,86,1056,999512,4.876404494382022,4.841463414634147,0.050386619799920554,0.9964655548707235,121,0.015575163773610642,0.0003969719445327872,0.016070395877882775,0.0003795180995132557,0.01593243852369015,0.016411962167444706
frozenlake8x8-H8-N96-D4-R1,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,1.0,q1-to-q16-f0.75,two_stage,89,82,1146,1053,93,86,1056,999512,4.876404494382022,4.841463414634147,0.050386619799920554,0.9964655548707235,121,0.015575163773610642,0.0003969719445327872,0.016070395877882775,0.0003795180995132557,0.01597213571814343,0.01644991397739603
frozenlake8x8-H8-N96-D4-R0,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.0,q16-to-q1-f0.25,two_stage,91,83,1149,1047,95,87,1056,999512,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964655548707235,121,0.01513203733995825,0.0007072443580699751,0.015661893230830032,0.0007190641768657975,0.01513203733995825,0.015661893230830032
frozenlake8x8-H8-N96-D4-R0.1,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.1,q16-to-q1-f0.25,two_stage,91,83,1149,1047,95,87,1056,999512,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964655548707235,121,0.01513203733995825,0.0007072443580699751,0.015661893230830032,0.0007190641768657975,0.015202761775765248,0.01573379964851661
frozenlake8x8-H8-N96-D4-R0.3,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.3,q16-to-q1-f0.25,two_stage,91,83,1149,1047,95,87,1056,999512,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964655548707235,121,0.01513203733995825,0.0007072443580699751,0.015661893230830032,0.0007190641768657975,0.015344210647379243,0.01587761248388977
frozenlake8x8-H8-N96-D4-R0.5,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.5,q16-to-q1-f0.25,two_stage,91,83,1149,1047,95,87,1056,999512,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964655548707235,121,0.01513203733995825,0.0007072443580699751,0.015661893230830032,0.0007190641768657975,0.015485659518993238,0.01602142531926293
frozenlake8x8-H8-N96-D4-R0.7,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.7,q16-to-q1-f0.25,two_stage,91,83,1149,1047,95,87,1056,999512,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964655548707235,121,0.01513203733995825,0.0007072443580699751,0.015661893230830032,0.0007190641768657975,0.01562710839060723,0.01616523815463609
frozenlake8x8-H8-N96-D4-R0.9,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.9,q16-to-q1-f0.25,two_stage,91,83,1149,1047,95,87,1056,999512,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964655548707235,121,0.01513203733995825,0.0007072443580699751,0.015661893230830032,0.0007190641768657975,0.015768557262221226,0.01630905099000925
frozenlake8x8-H8-N96-D4-R1,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,1.0,q16-to-q1-f0.25,two_stage,91,83,1149,1047,95,87,1056,999512,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964655548707235,121,0.01513203733995825,0.0007072443580699751,0.015661893230830032,0.0007190641768657975,0.015839281698028226,0.01638095740769583
frozenlake8x8-H8-N96-D4-R0,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.0,q16-to-q1-f0.5,two_stage,69,64,1131,1056,73,68,1056,999512,8.391304347826088,8.5,0.050386619799920554,0.9964655548707235,121,0.015198890805916214,0.002199731526219965,0.01554465562233575,0.0022400973074706266,0.015198890805916214,0.01554465562233575
frozenlake8x8-H8-N96-D4-R0.1,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.1,q16-to-q1-f0.5,two_stage,69,64,1131,1056,73,68,1056,999512,8.391304347826088,8.5,0.050386619799920554,0.9964655548707235,121,0.015198890805916214,0.002199731526219965,0.01554465562233575,0.0022400973074706266,0.01541886395853821,0.015768665353082814
frozenlake8x8-H8-N96-D4-R0.3,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.3,q16-to-q1-f0.5,two_stage,69,64,1131,1056,73,68,1056,999512,8.391304347826088,8.5,0.050386619799920554,0.9964655548707235,121,0.015198890805916214,0.002199731526219965,0.01554465562233575,0.0022400973074706266,0.015858810263782202,0.01621668481457694
frozenlake8x8-H8-N96-D4-R0.5,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.5,q16-to-q1-f0.5,two_stage,69,64,1131,1056,73,68,1056,999512,8.391304347826088,8.5,0.050386619799920554,0.9964655548707235,121,0.015198890805916214,0.002199731526219965,0.01554465562233575,0.0022400973074706266,0.016298756569026195,0.016664704276071064
frozenlake8x8-H8-N96-D4-R0.7,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.7,q16-to-q1-f0.5,two_stage,69,64,1131,1056,73,68,1056,999512,8.391304347826088,8.5,0.050386619799920554,0.9964655548707235,121,0.015198890805916214,0.002199731526219965,0.01554465562233575,0.0022400973074706266,0.01673870287427019,0.01711272373756519
frozenlake8x8-H8-N96-D4-R0.9,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.9,q16-to-q1-f0.5,two_stage,69,64,1131,1056,73,68,1056,999512,8.391304347826088,8.5,0.050386619799920554,0.9964655548707235,121,0.015198890805916214,0.002199731526219965,0.01554465562233575,0.0022400973074706266,0.017178649179514182,0.017560743199059314
frozenlake8x8-H8-N96-D4-R1,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,1.0,q16-to-q1-f0.5,two_stage,69,64,1131,1056,73,68,1056,999512,8.391304347826088,8.5,0.050386619799920554,0.9964655548707235,121,0.015198890805916214,0.002199731526219965,0.01554465562233575,0.0022400973074706266,0.01739862233213618,0.017784752929806375
frozenlake8x8-H8-N96-D4-R0,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.0,q16-to-q1-f0.75,two_stage,57,52,1143,1053,61,56,1056,999512,12.052631578947368,12.25,0.050386619799920554,0.9964655548707235,121,0.014712936919592731,0.0036353272213952236,0.015124834859567076,0.0036414922747562127,0.014712936919592731,0.015124834859567076
frozenlake8x8-H8-N96-D4-R0.1,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.1,q16-to-q1-f0.75,two_stage,57,52,1143,1053,61,56,1056,999512,12.052631578947368,12.25,0.050386619799920554,0.9964655548707235,121,0.014712936919592731,0.0036353272213952236,0.015124834859567076,0.0036414922747562127,0.015076469641732253,0.015488984087042697
frozenlake8x8-H8-N96-D4-R0.3,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.3,q16-to-q1-f0.75,two_stage,57,52,1143,1053,61,56,1056,999512,12.052631578947368,12.25,0.050386619799920554,0.9964655548707235,121,0.014712936919592731,0.0036353272213952236,0.015124834859567076,0.0036414922747562127,0.0158035350860113,0.01621728254199394
frozenlake8x8-H8-N96-D4-R0.5,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.5,q16-to-q1-f0.75,two_stage,57,52,1143,1053,61,56,1056,999512,12.052631578947368,12.25,0.050386619799920554,0.9964655548707235,121,0.014712936919592731,0.0036353272213952236,0.015124834859567076,0.0036414922747562127,0.016530600530290342,0.01694558099694518
frozenlake8x8-H8-N96-D4-R0.7,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.7,q16-to-q1-f0.75,two_stage,57,52,1143,1053,61,56,1056,999512,12.052631578947368,12.25,0.050386619799920554,0.9964655548707235,121,0.014712936919592731,0.0036353272213952236,0.015124834859567076,0.0036414922747562127,0.01725766597456939,0.017673879451896423
frozenlake8x8-H8-N96-D4-R0.9,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,0.9,q16-to-q1-f0.75,two_stage,57,52,1143,1053,61,56,1056,999512,12.052631578947368,12.25,0.050386619799920554,0.9964655548707235,121,0.014712936919592731,0.0036353272213952236,0.015124834859567076,0.0036414922747562127,0.017984731418848432,0.01840217790684767
frozenlake8x8-H8-N96-D4-R1,frozenlake8x8-H8-N96-D4,frozenlake8x8,8,96,1152,1000000,4,1.0,q16-to-q1-f0.75,two_stage,57,52,1143,1053,61,56,1056,999512,12.052631578947368,12.25,0.050386619799920554,0.9964655548707235,121,0.014712936919592731,0.0036353272213952236,0.015124834859567076,0.0036414922747562127,0.018348264140987953,0.018766327134323288
frozenlake8x8-H8-N96-D8-R0,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.0,fixed-q1,fixed,128,117,1152,1053,136,125,1056,999508,1.0,1.0,0.050386619799920554,0.9964136466884351,121,0.013921893127920464,0.0,0.014546594941309634,0.0,0.013921893127920464,0.014546594941309634
frozenlake8x8-H8-N96-D8-R0.1,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.1,fixed-q1,fixed,128,117,1152,1053,136,125,1056,999508,1.0,1.0,0.050386619799920554,0.9964136466884351,121,0.013921893127920464,0.0,0.014546594941309634,0.0,0.013921893127920464,0.014546594941309634
frozenlake8x8-H8-N96-D8-R0.3,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.3,fixed-q1,fixed,128,117,1152,1053,136,125,1056,999508,1.0,1.0,0.050386619799920554,0.9964136466884351,121,0.013921893127920464,0.0,0.014546594941309634,0.0,0.013921893127920464,0.014546594941309634
frozenlake8x8-H8-N96-D8-R0.5,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.5,fixed-q1,fixed,128,117,1152,1053,136,125,1056,999508,1.0,1.0,0.050386619799920554,0.9964136466884351,121,0.013921893127920464,0.0,0.014546594941309634,0.0,0.013921893127920464,0.014546594941309634
frozenlake8x8-H8-N96-D8-R0.7,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.7,fixed-q1,fixed,128,117,1152,1053,136,125,1056,999508,1.0,1.0,0.050386619799920554,0.9964136466884351,121,0.013921893127920464,0.0,0.014546594941309634,0.0,0.013921893127920464,0.014546594941309634
frozenlake8x8-H8-N96-D8-R0.9,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.9,fixed-q1,fixed,128,117,1152,1053,136,125,1056,999508,1.0,1.0,0.050386619799920554,0.9964136466884351,121,0.013921893127920464,0.0,0.014546594941309634,0.0,0.013921893127920464,0.014546594941309634
frozenlake8x8-H8-N96-D8-R1,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,1.0,fixed-q1,fixed,128,117,1152,1053,136,125,1056,999508,1.0,1.0,0.050386619799920554,0.9964136466884351,121,0.013921893127920464,0.0,0.014546594941309634,0.0,0.013921893127920464,0.014546594941309634
frozenlake8x8-H8-N96-D8-R0,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.0,fixed-q4,fixed,96,88,1152,1056,104,96,1056,999508,4.0,4.0,0.050386619799920554,0.9964136466884351,121,0.012135095135416102,0.0037360274498046226,0.012686500221379517,0.0037365445326341122,0.012135095135416102,0.012686500221379517
