seed,seed_index,max_delay,policy,block,scenario,selected_num_agents,selected_eta,block_spent,probe_cost,estimated_rho_global,estimated_rho_cluster,estimated_rho_idiosyncratic,true_rho_global,true_rho_cluster,num_agents,eta,proxy_risk,lrv_used,predicted_exploitation_updates
20260729,0,16,sparse_adaptive,15.0,mixed,1.0,0.0025,1998.0,48.0,0.3200176260207747,0.1376992474585598,0.5422831265206656,0.3,0.4,1.0,0.0025,0.012878040682056932,9.364828304229448,390.0
20260729,0,16,piecewise_oracle,0.0,independent,32.0,0.05187358218604038,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.05187358218604038,0.001739945771705177,0.04687499999999999,55.0
20260729,0,16,piecewise_oracle,1.0,independent,32.0,0.021810154653305155,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.021810154653305155,0.0008328883224204683,0.04687499999999999,55.0
20260729,0,16,piecewise_oracle,2.0,independent,32.0,0.0025,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,4.6908680851111444e-05,0.04687499999999999,55.0
20260729,0,16,piecewise_oracle,3.0,independent,32.0,0.0025,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,1.5018252075251098e-05,0.04687499999999999,55.0
20260729,0,16,piecewise_oracle,4.0,clustered,32.0,0.0025,1980.0,0.0,0.0,0.6,0.4,0.0,0.6,32.0,0.0025,0.000293015401843003,0.8688495057232047,55.0
20260729,0,16,piecewise_oracle,5.0,clustered,32.0,0.0025,1980.0,0.0,0.0,0.6,0.4,0.0,0.6,32.0,0.0025,0.0006001256238412317,0.8688495057232047,55.0
20260729,0,16,piecewise_oracle,6.0,clustered,32.0,0.0025,1980.0,0.0,0.0,0.6,0.4,0.0,0.6,32.0,0.0025,0.0006993106880173062,0.8688495057232047,55.0
20260729,0,16,piecewise_oracle,7.0,clustered,32.0,0.0025,1980.0,0.0,0.0,0.6,0.4,0.0,0.6,32.0,0.0025,0.0005291678985387577,0.8688495057232047,55.0
20260729,0,16,piecewise_oracle,8.0,global,32.0,0.0025,1980.0,0.0,0.6,0.0,0.4,0.6,0.0,32.0,0.0025,0.00813484699145104,23.418749999999978,55.0
