policy,scenario,budget,mean_mse,standard_error
fixed_q1_oracle_eta,balanced_08,5800.0,0.011508527915725552,0.0013402653246419435
fixed_q1_oracle_eta,balanced_08,6000.0,0.009805367134186827,0.000996485781234904
fixed_q1_oracle_eta,balanced_08,6200.0,0.010846041510393664,0.0012036727829673826
fixed_q1_oracle_eta,balanced_08,6400.0,0.011585330116230776,0.0013360350738295245
fixed_q1_oracle_eta,balanced_08,6600.0,0.011110754088209347,0.0013542982261039527
fixed_q1_oracle_eta,balanced_08,6800.0,0.011843686688747442,0.0016404906429204958
fixed_q1_oracle_eta,balanced_08,7000.0,0.011533592996392818,0.0015825909931723708
fixed_q1_oracle_eta,balanced_08,7200.0,0.011897663849940489,0.0015920074636008976
fixed_q1_oracle_eta,balanced_08,7400.0,0.013877151371534953,0.0019538571407660887
fixed_q1_oracle_eta,balanced_08,7600.0,0.013855390967132994,0.0019984429714279767
fixed_q1_oracle_eta,balanced_08,7800.0,0.01496978113513338,0.002167760213435615
fixed_q1_oracle_eta,balanced_08,8000.0,0.017235747762938437,0.002571141946058068
fixed_q1_oracle_eta,balanced_08,8200.0,0.020294331118588367,0.0027116345722717804
